provincia,canton,valor,total,created_at
"El Oro",Pasaje,0,0,25/03/2020
"El Oro",Chilla,0,0,25/03/2020
"El Oro",Zaruma,0,0,25/03/2020
"El Oro","Las Lajas",0,0,25/03/2020
"El Oro",Marcabelí,0,0,25/03/2020
"El Oro",Balsas,0,0,25/03/2020
"El Oro",Piñas,0,0,25/03/2020
"El Oro",Portovelo,0,0,25/03/2020
Esmeraldas,Esmeraldas,1,4,25/03/2020
Esmeraldas,"San Lorenzo",0,0,25/03/2020
Esmeraldas,"Eloy Alfaro",0,0,25/03/2020
Esmeraldas,Rioverde,0,0,25/03/2020
Esmeraldas,Muisne,0,0,25/03/2020
Esmeraldas,Atacames,0,0,25/03/2020
Esmeraldas,Quinindé,0,0,25/03/2020
Galápagos,"San Cristóbal",0,2,25/03/2020
Galápagos,Isabela,0,1,25/03/2020
Galápagos,"Santa Cruz",0,1,25/03/2020
Guayas,"Alfredo Baquerizo Moreno",0,1,25/03/2020
Guayas,Balzar,0,1,25/03/2020
Guayas,Colimes,0,1,25/03/2020
Guayas,Daule,3,67,25/03/2020
Guayas,Durán,2,42,25/03/2020
Guayas,Empalme,0,5,25/03/2020
Guayas,Guayaquil,47,611,25/03/2020
Guayas,Milagro,1,36,25/03/2020
Guayas,Naranjal,0,1,25/03/2020
Guayas,"Pedro Carbo",0,3,25/03/2020
Guayas,Salitre,0,3,25/03/2020
Guayas,Samborondón,5,104,25/03/2020
Guayas,"Santa Lucía",0,4,25/03/2020
Guayas,Playas,0,1,25/03/2020
Guayas,"San Jacinto De Yaguachi",0,4,25/03/2020
Guayas,"El Triunfo",1,1,25/03/2020
Guayas,Palestina,0,0,25/03/2020
Guayas,"Isidro Ayora",0,0,25/03/2020
Guayas,"Lomas de Sargentillo",0,0,25/03/2020
Guayas,Nobol,0,0,25/03/2020
Guayas,Yaguachi,0,0,25/03/2020
Guayas,"Simón Bolivar",0,0,25/03/2020
Guayas,"Naranjito",0,0,25/03/2020
Guayas,"General Antonio Elizalde",0,0,25/03/2020
Guayas,"Coronel Marcelino Maridueña",0,0,25/03/2020
Imbabura,Ibarra,3,7,25/03/2020
Imbabura,Otavalo,1,1,25/03/2020
Imbabura,"San Miguel de Urcuquí",0,0,25/03/2020
Imbabura,Cotacachi,0,0,25/03/2020
Imbabura,"Antonio Ante",0,0,25/03/2020
Imbabura,Pimampiro,0,0,25/03/2020
Loja,Calvas,0,2,25/03/2020
Loja,Loja,1,4,25/03/2020
Loja,Macará,0,1,25/03/2020
Loja,Catamayo,0,1,25/03/2020
Loja,Saraguro,0,0,25/03/2020
Loja,Chaguarpamba,0,0,25/03/2020
Loja,Olmedo,0,0,25/03/2020
Loja,Paltas,0,0,25/03/2020
Loja,Puyango,0,0,25/03/2020
Loja,Pindal,0,0,25/03/2020
Loja,Celica,0,0,25/03/2020
Loja,Zapotillo,0,0,25/03/2020
Loja,Sozoranga,0,0,25/03/2020
Loja,Gonzanamá,0,0,25/03/2020
Loja,Quilanga,0,0,25/03/2020
Loja,Espíndola,0,0,25/03/2020
"Los Ríos",Babahoyo,2,24,25/03/2020
"Los Ríos","Buena Fe",0,1,25/03/2020
"Los Ríos",Mocache,0,1,25/03/2020
"Los Ríos",Montalvo,0,1,25/03/2020
"Los Ríos",Quevedo,1,5,25/03/2020
"Los Ríos",Urdaneta,0,1,25/03/2020
"Los Ríos",Ventanas,0,5,25/03/2020
"Los Ríos",Vinces,0,2,25/03/2020
"Los Ríos",Valencia,0,0,25/03/2020
"Los Ríos",Quinsaloma,0,0,25/03/2020
"Los Ríos",Palenque,0,0,25/03/2020
"Los Ríos",Baba,0,0,25/03/2020
"Los Ríos",Puebloviejo,0,0,25/03/2020
Manabí,Bolívar,0,1,25/03/2020
Manabí,Jipijapa,0,1,25/03/2020
Manabí,Manta,0,21,25/03/2020
Manabí,Montecristi,0,1,25/03/2020
Manabí,Portoviejo,6,12,25/03/2020
Manabí,"Santa Ana",0,1,25/03/2020
Manabí,Sucre,0,1,25/03/2020
Manabí,Pedernales,0,0,25/03/2020
Manabí,Chone,0,0,25/03/2020
Manabí,"Flavio Alfaro",0,0,25/03/2020
Manabí,"El Carmen",0,0,25/03/2020
Manabí,Jama,0,0,25/03/2020
Manabí,"San Vicente",0,0,25/03/2020
Manabí,Tosagua,0,0,25/03/2020
Manabí,Rocafuerte,0,0,25/03/2020
Manabí,Junín,0,0,25/03/2020
Manabí,Pichincha,0,0,25/03/2020
Manabí,Jaramijó,0,0,25/03/2020
Manabí,"Veinticuatro de Mayo",0,0,25/03/2020
Manabí,Olmedo,0,0,25/03/2020
Manabí,"Puerto López",0,0,25/03/2020
Manabí,Paján,0,0,25/03/2020
Napo,"El Chaco",0,0,25/03/2020
Napo,Quijos,0,0,25/03/2020
Napo,Archidona,0,0,25/03/2020
Napo,Tena,0,0,25/03/2020
Napo,"Carlos Julio Arosemena Tola",0,0,25/03/2020
Orellana,Loreto,0,0,25/03/2020
Orellana,Orellana,0,0,25/03/2020
Orellana,"La Joya de los Sachas",0,0,25/03/2020
Orellana,Aguarico,0,0,25/03/2020
"Morona Santiago",Gualaquiza,0,1,25/03/2020
"Morona Santiago",Morona,0,1,25/03/2020
"Morona Santiago",Sucúa,0,2,25/03/2020
"Morona Santiago",Palora,0,2,25/03/2020
"Morona Santiago",Taisha,1,1,25/03/2020
"Morona Santiago","Pablo Sexto",0,0,25/03/2020
"Morona Santiago",Huamboya,0,0,25/03/2020
"Morona Santiago",Santiago,0,0,25/03/2020
"Morona Santiago",Logroño,0,0,25/03/2020
"Morona Santiago",Tiwintza,0,0,25/03/2020
"Morona Santiago","Limón Indanza",0,0,25/03/2020
"Morona Santiago","San Juan Bosco",0,0,25/03/2020
Pastaza,Pastaza,1,1,25/03/2020
Pastaza,Mera,0,0,25/03/2020
Pastaza,"Santa Clara",0,0,25/03/2020
Pastaza,Arajuno,0,0,25/03/2020
Pichincha,"Pedro Vicente Maldonado",1,1,25/03/2020
Pichincha,Quito,31,101,25/03/2020
Pichincha,Rumiñahui,4,6,25/03/2020
Pichincha,"Puerto Quito",0,0,25/03/2020
Pichincha,"San Miguel de Los Bancos",0,0,25/03/2020
Pichincha,"Pedro Moncayo",0,0,25/03/2020
Pichincha,Cayambe,0,0,25/03/2020
Pichincha,Mejía,0,0,25/03/2020
"Santa Elena","Santa Elena",0,3,25/03/2020
"Santa Elena","La Libertad",0,3,25/03/2020
"Santa Elena",Salinas,0,0,25/03/2020
"Sto. Domingo Tsáchilas","Santo Domingo",0,7,25/03/2020
"Sto. Domingo Tsáchilas","La Concordia",0,0,25/03/2020
Sucumbíos,Cuyabeno,0,1,25/03/2020
Sucumbíos,"Lago Agrio",0,5,25/03/2020
Sucumbíos,Sucumbíos,0,0,25/03/2020
Sucumbíos,"Gonzalo Pizarro",0,0,25/03/2020
Sucumbíos,Cascales,0,0,25/03/2020
Sucumbíos,Putumayo,0,0,25/03/2020
Sucumbíos,Shushufindi,0,0,25/03/2020
Tungurahua,Ambato,1,3,25/03/2020
Tungurahua,Píllaro,0,0,25/03/2020
Tungurahua,Patate,0,0,25/03/2020
Tungurahua,Baños,0,0,25/03/2020
Tungurahua,Pelileo,0,0,25/03/2020
Tungurahua,Cevallos,0,0,25/03/2020
Tungurahua,Tisaleo,0,0,25/03/2020
Tungurahua,Mocha,0,0,25/03/2020
Tungurahua,Quero,0,0,25/03/2020
"Zamora Chinchipe",Yacuambi,0,0,25/03/2020
"Zamora Chinchipe",Yantzaza,0,0,25/03/2020
"Zamora Chinchipe","El Pangui",0,0,25/03/2020
"Zamora Chinchipe",Zamora,0,0,25/03/2020
"Zamora Chinchipe","Centinela del Cóndor",0,0,25/03/2020
"Zamora Chinchipe",Paquisha,0,0,25/03/2020
"Zamora Chinchipe",Nangaritza,0,0,25/03/2020
"Zamora Chinchipe",Palanda,0,0,25/03/2020
"Zamora Chinchipe",Chinchipe,0,0,25/03/2020
